CustomerID,churn_probability,churn_actual,CLTV,Monthly Charges,reason_1,reason_2,reason_3
7056-IMHCC,0.6109,1,5884,101.9,Fiber optic internet,Month-to-month contract,No dependents
0866-QLSIR,0.0571,1,5189,64.4,No dependents,Paperless billing,
1628-BIZYP,0.7872,0,5754,85.0,New customer (1 month),Fiber optic internet,Month-to-month contract
2230-XTUWL,0.0026,0,5461,19.55,No tech support,No online security,No online backup
1980-KXVPM,0.7463,1,3553,75.05,New customer (3 months),Fiber optic internet,Month-to-month contract
8619-IJNDK,0.0097,0,4374,64.05,No dependents,No device protection,
2960-NKRSO,0.3528,0,5421,85.95,Fiber optic internet,Month-to-month contract,No dependents
6705-LXORM,0.7378,0,2064,70.05,New customer (5 months),Fiber optic internet,Month-to-month contract
7130-VTEWQ,0.6731,1,4174,75.75,Fiber optic internet,New customer (8 months),Month-to-month contract
9364-YKUVW,0.1295,0,2681,19.8,Month-to-month contract,No dependents,Relatively short tenure (15 months)
2761-OCIAX,0.7376,1,2803,74.7,New customer (2 months),Fiber optic internet,Month-to-month contract
7996-BPXHY,0.0132,0,4734,25.0,Relatively short tenure (13 months),Paperless billing,No tech support
4248-QPAVC,0.4865,1,3209,85.35,Fiber optic internet,Month-to-month contract,No dependents
9357-UJRUN,0.145,0,5428,58.35,No dependents,Pays by electronic check,Paperless billing
6340-DACFT,0.0033,0,4878,20.55,No tech support,No online security,No online backup
1023-BQXZE,0.0378,0,5548,74.35,No dependents,Paperless billing,No tech support
5480-HPRRX,0.6109,1,3542,25.3,New customer (3 months),Month-to-month contract,No dependents
9576-SYUHJ,0.4382,0,3194,91.15,Fiber optic internet,Month-to-month contract,No dependents
2169-RRLFW,0.0121,0,5063,25.6,No dependents,No tech support,No online security
8338-QIUNR,0.0201,0,4397,66.5,No dependents,Paperless billing,No online backup
0463-TXOAK,0.0033,0,5662,25.6,No tech support,No online security,No online backup
4396-KLSEH,0.3782,0,5918,19.85,New customer (4 months),Month-to-month contract,No dependents
5186-EJEGL,0.2338,0,3628,69.5,New customer (9 months),Month-to-month contract,No dependents
9334-GWGOW,0.7369,0,2259,74.85,Fiber optic internet,New customer (7 months),Month-to-month contract
5696-JVVQY,0.0072,0,5476,70.1,Paperless billing,No tech support,No device protection
9633-DENPU,0.1747,0,2613,58.6,Month-to-month contract,No dependents,Paperless billing
0581-BXBUB,0.6586,0,4503,72.75,New customer (4 months),Fiber optic internet,Month-to-month contract
2750-BJLSB,0.1691,0,4543,103.7,Fiber optic internet,No dependents,Pays by electronic check
2770-NSVDG,0.3464,0,4636,29.1,Month-to-month contract,No dependents,Pays by electronic check
8280-MQRQN,0.4899,1,2806,50.45,New customer (1 month),Month-to-month contract,No dependents
7851-FLGGQ,0.5743,1,3704,44.65,New customer (1 month),Month-to-month contract,No dependents
9374-YOLBJ,0.1162,0,2053,19.25,New customer (1 month),Month-to-month contract,Pays by electronic check
6583-SZVGP,0.1293,0,5994,108.1,Fiber optic internet,No dependents,Paperless billing
2150-OEGBV,0.0355,0,3428,20.1,No dependents,No tech support,No online security
9372-TXXPS,0.0131,0,4029,59.85,No dependents,,
6933-FHBZC,0.0903,0,3079,56.05,No dependents,Paperless billing,No tech support
4698-KVLLG,0.0118,0,4224,19.6,No dependents,No tech support,No online security
8752-STIVR,0.7902,1,2085,79.0,New customer (4 months),Fiber optic internet,Month-to-month contract
8623-ULFNQ,0.3346,0,3225,66.05,Month-to-month contract,No dependents,Pays by electronic check
9822-WMWVG,0.32,0,4434,106.5,Fiber optic internet,Month-to-month contract,No dependents
4304-TSPVK,0.0589,0,5782,114.9,Fiber optic internet,No dependents,No device protection
1716-LSAMB,0.0036,0,5083,54.65,No online backup,,
3523-QRQLL,0.2073,1,5922,69.5,No dependents,Paperless billing,No tech support
2187-PKZAY,0.5455,0,2968,79.95,Fiber optic internet,Month-to-month contract,New customer (12 months)
1895-QTKDO,0.4137,0,5684,43.95,New customer (1 month),Month-to-month contract,No dependents
8161-QYMTT,0.7798,0,5259,94.1,Fiber optic internet,New customer (7 months),Month-to-month contract
2955-PSXOE,0.3169,1,3061,20.2,New customer (1 month),Month-to-month contract,No dependents
6834-NXDCA,0.4298,1,2967,23.9,Month-to-month contract,No dependents,Relatively short tenure (13 months)
8701-DGLVH,0.0114,0,6097,20.45,No dependents,No tech support,No online security
2480-SQIOB,0.2048,0,2114,44.8,New customer (4 months),Month-to-month contract,Pays by electronic check
4993-JCRGJ,0.3584,0,5471,84.3,Fiber optic internet,Month-to-month contract,No dependents
0581-MDMPW,0.5052,0,5557,88.95,Fiber optic internet,Month-to-month contract,No dependents
7789-CRUVC,0.2108,0,5274,94.2,Fiber optic internet,Month-to-month contract,No dependents
0164-APGRB,0.0777,0,4589,114.9,Fiber optic internet,No dependents,Pays by electronic check
8034-RYTVV,0.135,0,5735,84.25,Fiber optic internet,No dependents,Paperless billing
3018-TFTSU,0.3192,1,2850,81.7,Fiber optic internet,Month-to-month contract,New customer (12 months)
9777-IQHWP,0.0154,0,6249,93.4,Fiber optic internet,No tech support,No online backup
6899-PPEEA,0.6001,1,4448,96.55,Fiber optic internet,Month-to-month contract,No dependents
6701-YVNQG,0.032,0,5764,88.7,No dependents,Paperless billing,No device protection
7649-PHJVR,0.061,0,5825,19.5,New customer (11 months),No dependents,No tech support
9278-VZKCD,0.536,0,4428,109.1,Fiber optic internet,Month-to-month contract,No dependents
7636-PEPNS,0.0166,0,5040,44.1,Paperless billing,No tech support,No online security
1575-KRZZE,0.3769,0,4042,55.2,New customer (4 months),Month-to-month contract,No dependents
8590-OHDIW,0.0073,0,4686,20.3,No tech support,No online security,No online backup
7764-BDPEE,0.0609,0,5868,20.85,New customer (3 months),Month-to-month contract,No tech support
9480-BQJEI,0.1362,0,6468,92.3,Fiber optic internet,No dependents,Paperless billing
3354-OADJP,0.0768,0,2237,54.25,New customer (8 months),No dependents,No online backup
3181-MIZBN,0.0399,0,3677,19.75,Month-to-month contract,Pays by electronic check,Relatively short tenure (16 months)
9327-QSDED,0.2418,0,3266,43.55,New customer (8 months),Month-to-month contract,No dependents
4892-VLANZ,0.2499,1,5600,19.8,New customer (1 month),Month-to-month contract,No dependents
0298-XACET,0.0093,0,5396,50.2,No online security,No device protection,
6917-FIJHC,0.0161,0,5374,26.0,No dependents,Paperless billing,No tech support
6557-BZXLQ,0.4328,0,5610,69.65,Fiber optic internet,Month-to-month contract,No dependents
2432-TFSMK,0.3617,0,2269,89.6,Fiber optic internet,No dependents,Relatively short tenure (18 months)
4211-MMAZN,0.2501,1,2959,20.25,New customer (1 month),Month-to-month contract,No dependents
4751-ERMAN,0.0417,0,4171,75.4,No dependents,Paperless billing,No tech support
8430-TWCBX,0.0335,0,4074,20.7,No dependents,No tech support,No online security
1942-OQFRW,0.5045,0,2785,44.0,New customer (1 month),Month-to-month contract,No dependents
4075-JFPGR,0.2209,0,5561,93.5,Fiber optic internet,No dependents,Pays by electronic check
3339-EAQNV,0.2349,0,6156,97.25,Fiber optic internet,No dependents,Paperless billing
5329-KRDTM,0.0246,0,6202,77.35,No dependents,No online security,No device protection
0307-BCOPK,0.0469,0,4336,19.05,No dependents,Relatively short tenure (16 months),No tech support
6473-ULUHT,0.0964,0,2269,84.9,Month-to-month contract,Pays by electronic check,Relatively short tenure (16 months)
1194-SPVSP,0.252,0,3625,19.65,New customer (1 month),Month-to-month contract,No dependents
7249-WBIYX,0.766,1,5146,85.6,Fiber optic internet,New customer (10 months),Month-to-month contract
2293-IJWPS,0.3302,0,6354,100.75,Fiber optic internet,No dependents,Paperless billing
4377-VDHYI,0.0701,0,2722,90.8,Fiber optic internet,Pays by electronic check,Paperless billing
0019-EFAEP,0.0542,0,5513,101.3,Fiber optic internet,No dependents,Paperless billing
2480-EJWYP,0.3068,0,6019,97.8,Fiber optic internet,No dependents,Paperless billing
8970-ANWXO,0.1816,0,3483,73.75,No dependents,Paperless billing,No online security
8739-WWKDU,0.5753,1,4849,89.5,Fiber optic internet,Month-to-month contract,No dependents
2171-UDMFD,0.025,0,4363,19.45,Month-to-month contract,Paperless billing,No tech support
7036-TYDEC,0.0902,0,5902,104.0,Fiber optic internet,No dependents,Pays by electronic check
3831-YCPUO,0.0115,0,6419,109.5,Fiber optic internet,Paperless billing,No device protection
0121-SNYRK,0.0601,0,5052,35.4,No dependents,Paperless billing,No online backup
3325-FUYCG,0.3484,1,3770,106.1,Fiber optic internet,No dependents,Pays by electronic check
1952-DVVSW,0.0815,0,3509,20.1,New customer (10 months),No dependents,No tech support
3571-DPYUH,0.0472,0,5653,94.7,Fiber optic internet,Paperless billing,No online security
2077-MPJQO,0.7374,0,3533,75.4,Fiber optic internet,New customer (7 months),Month-to-month contract
2391-SOORI,0.1231,1,5858,49.35,New customer (4 months),Month-to-month contract,Pays by electronic check
4086-ATNFV,0.016,0,4522,60.8,Paperless billing,No tech support,No device protection
3396-DKDEL,0.0168,0,4388,115.15,Fiber optic internet,Paperless billing,No device protection
7471-MQPOS,0.0158,0,6404,72.9,Paperless billing,No online security,No device protection
7181-OQCUT,0.4386,0,4520,103.85,Fiber optic internet,Month-to-month contract,No dependents
3489-VSFRD,0.0346,0,4835,60.25,No dependents,Paperless billing,No online backup
6283-GITPX,0.0029,0,4633,76.9,Paperless billing,No device protection,
2845-HSJCY,0.7201,1,4786,87.25,Fiber optic internet,Month-to-month contract,No dependents
7216-KAOID,0.0068,0,2446,19.5,No tech support,No online security,No online backup
6680-WKXRZ,0.674,1,2054,74.4,New customer (3 months),Fiber optic internet,Month-to-month contract
2346-LOCWC,0.0026,0,6186,20.5,No tech support,No online security,No online backup
0769-MURVM,0.0055,0,6187,65.7,No device protection,,
3374-LXDEV,0.4212,1,2226,89.4,Fiber optic internet,Month-to-month contract,No dependents
5318-YKDPV,0.0414,0,3716,79.15,No dependents,Paperless billing,No online backup
8190-ZTQFB,0.2257,0,5622,51.35,No dependents,Pays by electronic check,Paperless billing
4512-ZUIYL,0.6067,1,2928,70.0,New customer (2 months),Fiber optic internet,Month-to-month contract
3090-QFUVD,0.2508,0,2507,20.3,New customer (1 month),Month-to-month contract,No dependents
4806-KEXQR,0.7935,1,4669,79.9,New customer (4 months),Fiber optic internet,Month-to-month contract
2369-FEVNO,0.3144,0,4590,19.9,New customer (1 month),Month-to-month contract,No dependents
9637-CDTKZ,0.0711,0,4965,114.1,Fiber optic internet,No dependents,Paperless billing
2954-PIBKO,0.0214,0,5128,64.15,No dependents,Paperless billing,No online backup
2212-LYASK,0.2102,0,2068,45.85,No dependents,Paperless billing,No tech support
9481-SFCQY,0.0816,0,5962,59.8,Month-to-month contract,Relatively short tenure (14 months),Paperless billing
2828-SLQPF,0.2235,0,4519,45.0,Month-to-month contract,No dependents,Paperless billing
4647-MUZON,0.6076,0,5009,95.95,Fiber optic internet,Month-to-month contract,No dependents
8212-DJRCH,0.3374,0,4014,90.35,New customer (5 months),Fiber optic internet,Month-to-month contract
0516-OOHAR,0.0708,0,3411,100.35,Fiber optic internet,No tech support,No online security
4973-RLZVI,0.045,0,5616,74.65,No dependents,No device protection,
8089-UZWLX,0.0845,0,4113,104.05,Fiber optic internet,No dependents,No tech support
9732-KPKBW,0.4329,1,2771,53.95,New customer (1 month),Month-to-month contract,No dependents
9715-WZCLW,0.0333,0,4603,97.2,Fiber optic internet,Pays by electronic check,Paperless billing
0257-KXZGU,0.0484,0,5442,62.45,Month-to-month contract,No tech support,No online security
0707-HOVVN,0.0271,0,6024,75.5,No dependents,Paperless billing,No online security
5501-TVMGM,0.6519,0,3255,55.25,New customer (1 month),Month-to-month contract,No dependents
3422-LYEPQ,0.8065,1,4207,71.0,New customer (1 month),Fiber optic internet,Month-to-month contract
2277-VWCNI,0.4821,0,3048,48.75,New customer (4 months),Month-to-month contract,No dependents
5461-QKNTN,0.4589,0,2040,94.3,Fiber optic internet,Month-to-month contract,No dependents
3967-KXAPS,0.0238,0,5136,92.3,No dependents,No device protection,
6919-ELBGL,0.0747,0,6268,114.95,Fiber optic internet,No dependents,Paperless billing
8361-LTMKD,0.7909,1,5839,74.4,New customer (4 months),Fiber optic internet,Month-to-month contract
1131-ALZWV,0.0522,0,4147,24.6,No dependents,No tech support,No online security
5178-LMXOP,0.9113,1,5795,95.1,New customer (1 month),Fiber optic internet,Month-to-month contract
8992-CEUEN,0.3245,0,5084,18.85,New customer (1 month),Month-to-month contract,No dependents
3320-VEOYC,0.7283,0,3502,95.6,Fiber optic internet,Month-to-month contract,No dependents
3672-YITQD,0.6048,1,2987,84.1,Fiber optic internet,Month-to-month contract,No dependents
6080-TCMYC,0.1694,0,5370,81.2,Fiber optic internet,Month-to-month contract,Pays by electronic check
6734-FQAJX,0.0668,0,4143,105.05,Fiber optic internet,No dependents,Pays by electronic check
1063-DHQJF,0.0126,0,5817,92.15,Fiber optic internet,Paperless billing,No online security
3976-NLDEZ,0.2503,0,5370,20.6,New customer (1 month),Month-to-month contract,No dependents
1729-VLAZJ,0.0221,0,2876,40.25,New customer (10 months),,
3400-ESFUW,0.0149,1,5463,57.55,No dependents,,
5271-YNWVR,0.1095,1,4610,113.15,Fiber optic internet,No dependents,Pays by electronic check
1587-FKLZB,0.4624,1,4479,99.5,Fiber optic internet,Month-to-month contract,No dependents
0958-YHXGP,0.504,0,4562,69.9,Fiber optic internet,New customer (7 months),Month-to-month contract
1494-EJZDW,0.0086,0,2836,20.15,New customer (10 months),No tech support,No online security
1816-FLZDK,0.4529,0,3923,29.15,New customer (1 month),Month-to-month contract,No dependents
2075-PUEPR,0.0029,0,5248,19.35,No tech support,No online security,No online backup
1833-TCXKK,0.4925,0,3301,107.75,Fiber optic internet,Month-to-month contract,No dependents
1436-ZMJAN,0.4906,0,2709,67.8,New customer (10 months),Month-to-month contract,No dependents
0106-UGRDO,0.1082,0,4216,116.0,Fiber optic internet,No dependents,Pays by electronic check
1069-XAIEM,0.8558,1,2975,85.05,New customer (1 month),Fiber optic internet,Month-to-month contract
4213-HKBJO,0.0197,0,3378,25.7,No dependents,No tech support,No online security
8345-MVDYC,0.0221,0,5937,81.65,No dependents,No online backup,No device protection
2672-OJQZP,0.4134,0,4118,44.75,New customer (1 month),Month-to-month contract,No dependents
5136-RGMZO,0.2708,0,4443,71.05,Month-to-month contract,No dependents,Pays by electronic check
5774-QPLTF,0.0095,0,6391,20.35,Paperless billing,No tech support,No online security
5240-CAOYT,0.1764,0,4882,87.55,Fiber optic internet,Month-to-month contract,No dependents
3707-GNWHM,0.7482,1,4750,74.25,New customer (1 month),Fiber optic internet,Month-to-month contract
5159-YFPKQ,0.7511,1,5270,75.8,New customer (2 months),Fiber optic internet,Month-to-month contract
5052-PNLOS,0.8139,1,3662,105.35,New customer (3 months),Fiber optic internet,Month-to-month contract
6173-GOLSU,0.453,0,4228,94.65,Fiber optic internet,Month-to-month contract,No dependents
6661-HBGWL,0.4476,1,2984,104.75,Fiber optic internet,Month-to-month contract,No dependents
8207-VVMYB,0.0173,0,6170,26.0,No dependents,Paperless billing,No tech support
5324-KTGCG,0.0262,0,4837,20.85,No dependents,Pays by electronic check,No tech support
7354-OIJLX,0.6588,0,5212,75.85,Fiber optic internet,New customer (9 months),Month-to-month contract
9286-BHDQG,0.0141,0,5041,45.25,No dependents,No device protection,
3567-PQTSO,0.1264,0,6365,105.25,Fiber optic internet,Pays by electronic check,Paperless billing
3197-ARFOY,0.3673,0,3524,105.0,Fiber optic internet,Month-to-month contract,No dependents
5698-BQJOH,0.3361,1,5571,94.4,Fiber optic internet,New customer (9 months),Month-to-month contract
1090-ESELR,0.0392,0,5534,105.5,Fiber optic internet,No dependents,
0056-EPFBG,0.0142,0,3899,39.4,Paperless billing,Relatively short tenure (20 months),No online backup
4955-VCWBI,0.0063,0,4882,20.0,No tech support,No online security,No online backup
4717-GHADL,0.0579,0,5592,79.6,No dependents,Paperless billing,No online security
0058-EVZWM,0.3739,0,5875,89.8,Fiber optic internet,Month-to-month contract,No dependents
7218-HKQFK,0.8408,1,3715,94.2,New customer (2 months),Fiber optic internet,Month-to-month contract
5057-RKGLH,0.0088,0,5352,20.35,New customer (9 months),No tech support,No online security
2309-OSFEU,0.4634,1,2529,33.9,New customer (10 months),Month-to-month contract,No dependents
3429-IFLEM,0.0099,0,4846,77.35,No dependents,No device protection,
1550-LOAHA,0.3471,1,4017,84.15,Fiber optic internet,Month-to-month contract,No dependents
1400-MMYXY,0.8965,1,2715,105.9,New customer (3 months),Fiber optic internet,Month-to-month contract
7503-QQRVF,0.4628,1,2076,74.3,Fiber optic internet,Month-to-month contract,No dependents
7504-UWHNB,0.367,0,3080,69.75,Fiber optic internet,Month-to-month contract,No dependents
9565-JSNFM,0.1561,1,5437,70.45,Fiber optic internet,No dependents,Paperless billing
4735-BJKOU,0.0117,0,3915,20.15,No dependents,No tech support,No online security
3580-GICBM,0.0046,0,6201,24.2,Paperless billing,No tech support,No online security
7632-YUTXB,0.0105,0,2010,20.05,No tech support,No online security,No online backup
9412-ARGBX,0.0558,1,2459,95.5,Fiber optic internet,No dependents,Paperless billing
9576-ANLXO,0.6736,1,2876,69.55,New customer (3 months),Fiber optic internet,Month-to-month contract
1110-KYLGQ,0.2394,0,5331,108.25,Fiber optic internet,Month-to-month contract,No dependents
8696-JKZNU,0.4568,1,5859,76.25,Fiber optic internet,Month-to-month contract,No dependents
8757-TFHHJ,0.4136,0,2978,49.8,New customer (1 month),Month-to-month contract,No dependents
2955-BJZHG,0.5569,1,5174,80.85,Fiber optic internet,Month-to-month contract,No dependents
9048-JVYVF,0.6359,1,3520,69.35,New customer (3 months),Month-to-month contract,No dependents
0682-USIXD,0.5401,0,2937,86.05,Fiber optic internet,Month-to-month contract,No dependents
3884-UEBXB,0.0046,0,6314,36.15,No tech support,,
1776-SPBWV,0.0114,0,2272,20.1,Paperless billing,No tech support,No online security
9050-QLROH,0.5492,1,2931,90.7,Fiber optic internet,Month-to-month contract,No dependents
2925-VDZHY,0.0051,0,4641,88.7,No device protection,,
9512-UIBFX,0.5285,1,4643,95.15,Fiber optic internet,Month-to-month contract,No dependents
8676-TRMJS,0.6721,1,3190,75.0,New customer (3 months),Fiber optic internet,Month-to-month contract
3334-CTHOL,0.575,1,2041,49.95,New customer (1 month),Month-to-month contract,No dependents
6331-LWDTQ,0.5063,1,2457,72.15,New customer (10 months),Month-to-month contract,No dependents
3847-BAERP,0.1644,0,4905,20.9,New customer (10 months),Month-to-month contract,No dependents
4709-LKHYG,0.0619,0,3800,20.0,No dependents,Pays by electronic check,No tech support
8621-MNIHH,0.589,1,3369,94.25,Fiber optic internet,Month-to-month contract,No dependents
8884-ADFVN,0.8296,1,2016,101.95,Fiber optic internet,New customer (7 months),Month-to-month contract
2885-HIJDH,0.0062,0,4667,86.9,No online backup,No device protection,
8570-KLJYJ,0.0581,0,4462,54.45,No dependents,No tech support,No online backup
9339-FIIJL,0.0323,0,6450,85.95,No dependents,No online security,No device protection
6223-DHJGV,0.0318,0,5956,20.65,No dependents,Paperless billing,No tech support
0959-WHOKV,0.2241,0,2887,99.0,Fiber optic internet,No dependents,Pays by electronic check
9610-WCESF,0.0257,0,6344,43.9,No dependents,Pays by electronic check,No online backup
9279-CJEOJ,0.6107,0,5691,95.4,Fiber optic internet,Month-to-month contract,No dependents
2985-FMWYF,0.6722,0,4861,93.5,Fiber optic internet,Month-to-month contract,No dependents
3540-RZJYU,0.4203,1,5829,86.2,Fiber optic internet,Month-to-month contract,No dependents
2522-WLNSF,0.0823,0,2225,64.2,No dependents,No online security,No online backup
6861-XWTWQ,0.8286,1,2487,99.25,Fiber optic internet,New customer (7 months),Month-to-month contract
8735-NBLWT,0.0294,0,4195,20.4,New customer (9 months),Month-to-month contract,No tech support
1744-JHKYS,0.1449,0,3421,24.7,Month-to-month contract,No dependents,Pays by electronic check
0841-NULXI,0.7456,1,3958,35.55,New customer (1 month),Month-to-month contract,No dependents
4016-BJKTZ,0.1732,0,4398,108.9,Fiber optic internet,No dependents,Pays by electronic check
9298-WGMRW,0.0724,0,4697,115.5,Fiber optic internet,No dependents,Paperless billing
7893-IXHRQ,0.3253,1,5636,20.55,New customer (1 month),Month-to-month contract,No dependents
8785-CJSHH,0.5542,0,6213,99.8,Fiber optic internet,Month-to-month contract,No dependents
7654-YWJUF,0.105,0,4382,84.25,Fiber optic internet,No dependents,Paperless billing
8909-BOLNL,0.1292,0,2088,21.2,New customer (3 months),No dependents,No tech support
9919-FZDED,0.043,0,4671,84.1,No dependents,Paperless billing,No tech support
0322-CHQRU,0.4984,1,3478,45.35,New customer (2 months),Month-to-month contract,No dependents
3587-PMCOY,0.4461,0,4614,98.9,Fiber optic internet,New customer (10 months),No dependents
0655-RBDUG,0.7095,1,2561,98.05,Fiber optic internet,New customer (7 months),Month-to-month contract
0983-TATYJ,0.0851,0,4935,51.45,No dependents,Paperless billing,No online security
5650-YLIBA,0.4586,0,3031,81.15,Fiber optic internet,Month-to-month contract,No dependents
5144-TVGLP,0.5141,0,3654,94.75,Fiber optic internet,Month-to-month contract,No dependents
3569-EDBPQ,0.3813,0,2198,84.35,Fiber optic internet,Month-to-month contract,No dependents
4945-RVMTE,0.2289,0,3354,59.55,Month-to-month contract,No dependents,Paperless billing
3511-BFTJW,0.004,0,4710,38.5,No tech support,No device protection,
5537-UXXVS,0.1116,0,4137,19.25,Month-to-month contract,No dependents,Relatively short tenure (20 months)
8782-NUUOL,0.0402,0,4807,79.0,No dependents,No online backup,No device protection
2865-TCHJW,0.842,1,5808,89.2,New customer (4 months),Fiber optic internet,Month-to-month contract
9931-KGHOA,0.1186,0,5928,55.0,Month-to-month contract,No dependents,No tech support
3071-MVJCD,0.0177,0,4162,82.3,No dependents,No device protection,
7279-BUYWN,0.4686,1,3380,113.2,Fiber optic internet,Month-to-month contract,No dependents
3756-VNWDH,0.3057,0,4368,100.75,Fiber optic internet,No dependents,Pays by electronic check
1395-OFUWC,0.0394,0,4741,29.3,Month-to-month contract,No tech support,No online security
4223-BKEOR,0.0816,0,3302,64.85,No dependents,Relatively short tenure (21 months),No tech support
0040-HALCW,0.003,0,6393,20.4,No tech support,No online security,No online backup
7124-UGSUR,0.2908,1,4412,104.4,Fiber optic internet,No dependents,Paperless billing
7395-XWZOY,0.2169,0,4481,55.0,Month-to-month contract,No dependents,Paperless billing
5440-VHLUL,0.1567,0,6247,105.2,Fiber optic internet,No dependents,Paperless billing
4706-DGAHW,0.5154,0,4576,45.2,New customer (1 month),Month-to-month contract,No dependents
8166-ORCHU,0.2157,0,4414,93.55,Fiber optic internet,No dependents,Pays by electronic check
3978-YNKDD,0.0045,0,2654,20.85,Relatively short tenure (19 months),No tech support,No online security
7198-GLXTC,0.7426,1,5239,79.0,New customer (2 months),Fiber optic internet,Month-to-month contract
6366-XIVKZ,0.0813,0,5916,63.15,Month-to-month contract,Relatively short tenure (13 months),Paperless billing
5133-POWUA,0.4931,0,2614,45.8,New customer (1 month),Month-to-month contract,No dependents
8400-WZICQ,0.0265,0,4149,55.7,Month-to-month contract,Pays by electronic check,No tech support
5382-SOYZL,0.6781,0,3729,95.1,Fiber optic internet,Month-to-month contract,No dependents
1989-PRJHP,0.5917,1,2377,75.5,Fiber optic internet,Month-to-month contract,No dependents
4154-AQUGT,0.486,1,3861,89.05,Fiber optic internet,Month-to-month contract,No dependents
0980-FEXWF,0.0218,0,3386,50.35,No tech support,No online security,No online backup
5845-BZZIB,0.0038,0,4517,20.1,No tech support,No online security,No online backup
4840-ORQXB,0.4387,0,5128,104.75,Fiber optic internet,Month-to-month contract,No dependents
0295-PPHDO,0.8821,1,5962,95.45,New customer (1 month),Fiber optic internet,Month-to-month contract
8775-ERLNB,0.8114,0,2968,74.3,New customer (1 month),Fiber optic internet,Month-to-month contract
0376-YMCJC,0.5355,1,4359,90.6,Fiber optic internet,Month-to-month contract,No dependents
7410-YTJIK,0.5047,1,2872,75.45,Fiber optic internet,New customer (7 months),Month-to-month contract
9927-DSWDF,0.496,0,2429,104.6,Fiber optic internet,Month-to-month contract,No dependents
6681-ZSEXG,0.0354,0,5477,59.5,No dependents,No tech support,No online security
5702-KVQRD,0.0383,0,4668,82.55,No dependents,Pays by electronic check,Paperless billing
8711-LOBKY,0.0026,0,6144,19.85,No tech support,No online security,No online backup
9692-TUSXH,0.5519,1,5581,96.05,Fiber optic internet,Month-to-month contract,No dependents
4012-YCFAI,0.018,0,6174,61.35,No dependents,Paperless billing,
8455-HIRAQ,0.2424,0,4909,44.45,New customer (8 months),Month-to-month contract,No dependents
7853-WNZSY,0.315,0,5809,19.75,New customer (1 month),Month-to-month contract,No dependents
0390-DCFDQ,0.3822,1,3964,70.45,New customer (1 month),Fiber optic internet,Month-to-month contract
6421-SZVEM,0.0606,0,5802,82.85,Fiber optic internet,Paperless billing,No tech support
3094-JOJAI,0.3995,0,2643,74.15,Fiber optic internet,Month-to-month contract,No dependents
4873-ILOLJ,0.5915,1,5546,90.35,Fiber optic internet,Month-to-month contract,No dependents
8181-YHCMF,0.0381,0,4864,60.3,No dependents,No online security,No device protection
3324-OIRTO,0.0324,0,6101,104.65,Fiber optic internet,Paperless billing,No tech support
9135-HSWOC,0.0031,0,5431,19.7,Paperless billing,No tech support,No online security
2272-WUSPA,0.1273,0,4848,110.75,Fiber optic internet,No dependents,Pays by electronic check
4627-MIHJH,0.0498,0,4948,110.25,Fiber optic internet,No dependents,No online backup
3896-RCYYE,0.1733,0,5990,53.4,Month-to-month contract,No dependents,Paperless billing
6729-GDNGC,0.3891,0,3111,80.7,Fiber optic internet,Month-to-month contract,No dependents
9945-PSVIP,0.0068,0,2289,18.7,Paperless billing,No tech support,No online security
4137-JOPHL,0.0778,0,5306,89.7,Fiber optic internet,No dependents,Paperless billing
2720-FVBQP,0.2427,0,3061,48.95,New customer (6 months),Month-to-month contract,Paperless billing
7854-EKTJL,0.1171,1,2843,19.6,New customer (2 months),Month-to-month contract,Pays by electronic check
1133-KXCGE,0.0446,0,2910,20.1,No dependents,Relatively short tenure (18 months),No tech support
6048-QBXKL,0.5483,0,2069,56.55,New customer (2 months),Month-to-month contract,No dependents
6338-AVWCY,0.6509,1,4710,40.15,New customer (3 months),Month-to-month contract,No dependents
0013-MHZWF,0.1054,0,5108,69.4,New customer (9 months),Month-to-month contract,Paperless billing
9804-ICWBG,0.7576,1,3349,69.9,New customer (1 month),Fiber optic internet,Month-to-month contract
2368-GAKKQ,0.0578,0,6424,113.65,Fiber optic internet,No dependents,Paperless billing
4829-AUOAX,0.3657,1,2712,96.05,Fiber optic internet,Month-to-month contract,No dependents
7876-BEUTG,0.3049,0,2577,48.8,Month-to-month contract,No dependents,Relatively short tenure (15 months)
6349-JDHQP,0.0108,0,6338,19.85,No dependents,No tech support,No online security
3063-QFSZL,0.6519,1,2294,55.4,New customer (1 month),Month-to-month contract,No dependents
9142-XMYJH,0.0683,0,5227,19.35,Month-to-month contract,No dependents,No tech support
2609-IAICY,0.8123,1,2756,77.15,New customer (1 month),Fiber optic internet,Month-to-month contract
8626-PTQGE,0.0289,0,5388,60.05,No dependents,Paperless billing,
0230-UBYPQ,0.0436,0,5089,36.1,No dependents,No online backup,
6814-ZPWFQ,0.0347,0,5896,25.0,No dependents,No tech support,No online security
5921-NGYRH,0.1993,0,5018,73.55,Fiber optic internet,Month-to-month contract,No dependents
7803-XOCCZ,0.0513,0,6099,84.05,Fiber optic internet,Month-to-month contract,Paperless billing
1459-QNFQT,0.0296,0,4031,59.5,No dependents,No online backup,No device protection
3948-FVVRP,0.0546,0,2848,54.8,New customer (9 months),Month-to-month contract,No online security
0923-PNFUB,0.7141,1,4852,83.75,New customer (3 months),Fiber optic internet,Month-to-month contract
4654-ULTTN,0.0285,0,6447,74.8,No dependents,Paperless billing,No online backup
