CustomerID,churn_actual,churn_probability,CLTV,Monthly Charges,cost,value_saved,ev,realized
2955-PSXOE,1,0.3169,3061,20.2,29.24,918.3,43.5098,200.335
6834-NXDCA,1,0.4298,2967,23.9,33.68,890.1,61.9682,188.845
8701-DGLVH,0,0.0114,6097,20.45,29.54,1829.1,-24.3185,-29.54
2480-SQIOB,0,0.2048,2114,44.8,58.76,634.2,-26.2894,-58.76
4993-JCRGJ,0,0.3584,5471,84.3,106.16,1641.3,40.9088,-106.16
0581-MDMPW,0,0.5052,5557,88.95,111.74,1667.1,98.8056,-111.74
7789-CRUVC,0,0.2108,5274,94.2,118.04,1582.2,-34.6683,-118.04
0164-APGRB,0,0.0777,4589,114.9,142.88,1376.7,-116.1384,-142.88
8034-RYTVV,0,0.135,5735,84.25,106.1,1720.5,-48.0358,-106.1
3018-TFTSU,1,0.3192,2850,81.7,103.04,855.0,-34.8026,110.71
9777-IQHWP,0,0.0154,6249,93.4,117.08,1874.7,-109.8591,-117.08
6899-PPEEA,1,0.6001,4448,96.55,120.86,1334.4,79.3338,212.74
6701-YVNQG,0,0.032,5764,88.7,111.44,1729.2,-97.6127,-111.44
7649-PHJVR,0,0.061,5825,19.5,28.4,1747.5,-1.771,-28.4
9278-VZKCD,0,0.536,4428,109.1,135.92,1328.4,42.0729,-135.92
7636-PEPNS,0,0.0166,5040,44.1,57.92,1512.0,-51.6473,-57.92
1575-KRZZE,0,0.3769,4042,55.2,71.24,1212.6,43.0089,-71.24
8590-OHDIW,0,0.0073,4686,20.3,29.36,1405.8,-26.7935,-29.36
7764-BDPEE,0,0.0609,5868,20.85,30.02,1760.4,-3.2131,-30.02
9480-BQJEI,0,0.1362,6468,92.3,115.76,1940.4,-49.6821,-115.76
3354-OADJP,0,0.0768,2237,54.25,70.1,671.1,-57.2172,-70.1
3181-MIZBN,0,0.0399,3677,19.75,28.7,1103.1,-17.7002,-28.7
9327-QSDED,0,0.2418,3266,43.55,57.26,979.8,1.9758,-57.26
4892-VLANZ,1,0.2499,5600,19.8,28.76,1680.0,76.2097,391.24
0298-XACET,0,0.0093,5396,50.2,65.24,1618.8,-61.4669,-65.24
6917-FIJHC,0,0.0161,5374,26.0,36.2,1612.2,-29.7222,-36.2
6557-BZXLQ,0,0.4328,5610,69.65,88.58,1683.0,93.5213,-88.58
2432-TFSMK,0,0.3617,2269,89.6,112.52,680.7,-50.9601,-112.52
4211-MMAZN,1,0.2501,2959,20.25,29.3,887.7,26.2065,192.625
4751-ERMAN,0,0.0417,4171,75.4,95.48,1251.3,-82.4315,-95.48
8430-TWCBX,0,0.0335,4074,20.7,29.84,1222.2,-19.6145,-29.84
1942-OQFRW,0,0.5045,2785,44.0,57.8,835.5,47.5872,-57.8
4075-JFPGR,0,0.2209,5561,93.5,117.2,1668.3,-25.0769,-117.2
3339-EAQNV,0,0.2349,6156,97.25,121.7,1846.8,-13.2555,-121.7
5329-KRDTM,0,0.0246,6202,77.35,97.82,1860.6,-86.3717,-97.82
0307-BCOPK,0,0.0469,4336,19.05,27.86,1300.8,-12.6106,-27.86
6473-ULUHT,0,0.0964,2269,84.9,106.88,680.7,-90.482,-106.88
1194-SPVSP,0,0.252,3625,19.65,28.58,1087.5,39.9215,-28.58
7249-WBIYX,1,0.766,5146,85.6,107.72,1543.8,187.9188,278.23
2293-IJWPS,0,0.3302,6354,100.75,125.9,1906.2,31.4518,-125.9
4377-VDHYI,0,0.0701,2722,90.8,113.96,816.6,-99.6463,-113.96
0019-EFAEP,0,0.0542,5513,101.3,126.56,1653.9,-104.1401,-126.56
2480-EJWYP,0,0.3068,6019,97.8,122.36,1805.7,16.1498,-122.36
8970-ANWXO,0,0.1816,3483,73.75,93.5,1044.9,-46.0721,-93.5
8739-WWKDU,1,0.5753,4849,89.5,112.4,1454.7,96.8228,251.275
2171-UDMFD,0,0.025,4363,19.45,28.34,1308.9,-20.1473,-28.34
7036-TYDEC,0,0.0902,5902,104.0,129.8,1770.6,-89.8821,-129.8
3831-YCPUO,0,0.0115,6419,109.5,136.4,1925.7,-130.8583,-136.4
0121-SNYRK,0,0.0601,5052,35.4,47.48,1515.6,-24.6927,-47.48
3325-FUYCG,1,0.3484,3770,106.1,132.32,1131.0,-33.8024,150.43
1952-DVVSW,0,0.0815,3509,20.1,29.12,1052.7,-7.6621,-29.12
3571-DPYUH,0,0.0472,5653,94.7,118.64,1695.9,-98.6239,-118.64
2077-MPJQO,0,0.7374,3533,75.4,95.48,1059.9,99.9118,-95.48
2391-SOORI,1,0.1231,5858,49.35,64.22,1757.4,-10.1365,375.13
4086-ATNFV,0,0.016,4522,60.8,77.96,1356.6,-72.544,-77.96
3396-DKDEL,0,0.0168,4388,115.15,143.18,1316.4,-137.6351,-143.18
7471-MQPOS,0,0.0158,6404,72.9,92.48,1921.2,-84.8681,-92.48
7181-OQCUT,0,0.4386,4520,103.85,129.62,1356.0,19.0684,-129.62
3489-VSFRD,0,0.0346,4835,60.25,77.3,1450.5,-64.7526,-77.3
6283-GITPX,0,0.0029,4633,76.9,97.28,1389.9,-96.2613,-97.28
2845-HSJCY,1,0.7201,4786,87.25,109.7,1435.8,148.7723,249.25
7216-KAOID,0,0.0068,2446,19.5,28.4,733.8,-27.151,-28.4
6680-WKXRZ,1,0.674,2054,74.4,94.28,616.2,9.5491,59.77
2346-LOCWC,0,0.0026,6186,20.5,29.6,1855.8,-28.3728,-29.6
0769-MURVM,0,0.0055,6187,65.7,83.84,1856.1,-81.2787,-83.84
3374-LXDEV,1,0.4212,2226,89.4,112.28,667.8,-41.9572,54.67
5318-YKDPV,0,0.0414,3716,79.15,99.98,1114.8,-88.4455,-99.98
8190-ZTQFB,0,0.2257,5622,51.35,66.62,1686.6,28.5462,-66.62
4512-ZUIYL,1,0.6067,2928,70.0,89.0,878.4,44.2392,130.6
3090-QFUVD,0,0.2508,2507,20.3,29.36,752.1,17.7904,-29.36
4806-KEXQR,1,0.7935,4669,79.9,100.88,1400.7,176.9833,249.295
2369-FEVNO,0,0.3144,4590,19.9,28.88,1377.0,79.3477,-28.88
9637-CDTKZ,0,0.0711,4965,114.1,141.92,1489.5,-115.4257,-141.92
2954-PIBKO,0,0.0214,5128,64.15,81.98,1538.4,-73.743,-81.98
2212-LYASK,0,0.2102,2068,45.85,60.02,620.4,-27.4237,-60.02
9481-SFCQY,0,0.0816,5962,59.8,76.76,1788.6,-40.2781,-76.76
2828-SLQPF,0,0.2235,4519,45.0,59.0,1355.7,16.7606,-59.0
4647-MUZON,0,0.6076,5009,95.95,120.14,1502.7,108.1271,-120.14
8212-DJRCH,0,0.3374,4014,90.35,113.42,1204.2,-11.8544,-113.42
0516-OOHAR,0,0.0708,3411,100.35,125.42,1023.3,-107.2967,-125.42
4973-RLZVI,0,0.045,5616,74.65,94.58,1684.8,-75.6435,-94.58
8089-UZWLX,0,0.0845,4113,104.05,129.86,1233.9,-103.7977,-129.86
9732-KPKBW,1,0.4329,2771,53.95,69.74,831.3,20.2371,138.085
9715-WZCLW,0,0.0333,4603,97.2,121.64,1380.9,-110.1538,-121.64
0257-KXZGU,0,0.0484,5442,62.45,79.94,1632.6,-60.1787,-79.94
0707-HOVVN,0,0.0271,6024,75.5,95.6,1807.2,-83.3616,-95.6
5501-TVMGM,0,0.6519,3255,55.25,71.3,976.5,87.8375,-71.3
3422-LYEPQ,1,0.8065,4207,71.0,90.2,1262.1,164.2588,225.325
2277-VWCNI,0,0.4821,3048,48.75,63.5,914.4,46.7019,-63.5
5461-QKNTN,0,0.4589,2040,94.3,118.16,612.0,-47.9532,-118.16
3967-KXAPS,0,0.0238,5136,92.3,115.76,1540.8,-106.5795,-115.76
6919-ELBGL,0,0.0747,6268,114.95,142.94,1880.4,-107.8346,-142.94
8361-LTMKD,1,0.7909,5839,74.4,94.28,1751.7,252.0757,343.645
1131-ALZWV,0,0.0522,4147,24.6,34.52,1244.1,-18.2801,-34.52
5178-LMXOP,1,0.9113,5795,95.1,119.12,1738.5,276.9492,315.505
8992-CEUEN,0,0.3245,5084,18.85,27.62,1525.2,96.0976,-27.62
3320-VEOYC,0,0.7283,3502,95.6,119.72,1050.6,71.5753,-119.72
3672-YITQD,1,0.6048,2987,84.1,105.92,896.1,29.5735,118.105
6080-TCMYC,0,0.1694,5370,81.2,102.44,1611.0,-34.2056,-102.44
6734-FQAJX,0,0.0668,4143,105.05,131.06,1242.9,-110.2954,-131.06
1063-DHQJF,0,0.0126,5817,92.15,115.58,1745.1,-110.0719,-115.58
3976-NLDEZ,0,0.2503,5370,20.6,29.72,1611.0,71.0714,-29.72
1729-VLAZJ,0,0.0221,2876,40.25,53.3,862.8,-48.5426,-53.3
3400-ESFUW,1,0.0149,5463,57.55,74.06,1638.9,-67.9688,335.665
5271-YNWVR,1,0.1095,4610,113.15,140.78,1383.0,-102.9127,204.97
1587-FKLZB,1,0.4624,4479,99.5,124.4,1343.7,30.9422,211.525
0958-YHXGP,0,0.504,4562,69.9,88.88,1368.6,83.5598,-88.88
1494-EJZDW,0,0.0086,2836,20.15,29.18,850.8,-27.351,-29.18
1816-FLZDK,0,0.4529,3923,29.15,39.98,1176.9,93.2684,-39.98
2075-PUEPR,0,0.0029,5248,19.35,28.22,1574.4,-27.0758,-28.22
1833-TCXKK,0,0.4925,3301,107.75,134.3,990.3,-12.3734,-134.3
1436-ZMJAN,0,0.4906,2709,67.8,86.36,812.7,13.3237,-86.36
0106-UGRDO,0,0.1082,4216,116.0,144.2,1264.8,-109.9836,-144.2
1069-XAIEM,1,0.8558,2975,85.05,107.06,892.5,83.8865,116.065
4213-HKBJO,0,0.0197,3378,25.7,35.84,1013.4,-30.861,-35.84
8345-MVDYC,0,0.0221,5937,81.65,102.98,1781.1,-93.157,-102.98
2672-OJQZP,0,0.4134,4118,44.75,58.7,1235.4,68.9735,-58.7
5136-RGMZO,0,0.2708,4443,71.05,90.26,1332.9,-0.0153,-90.26
5774-QPLTF,0,0.0095,6391,20.35,29.42,1917.3,-24.8776,-29.42
5240-CAOYT,0,0.1764,4882,87.55,110.06,1464.6,-45.4833,-110.06
3707-GNWHM,1,0.7482,4750,74.25,94.1,1425.0,172.4335,262.15
5159-YFPKQ,1,0.7511,5270,75.8,95.96,1581.0,200.9235,299.29
5052-PNLOS,1,0.8139,3662,105.35,131.42,1098.6,92.1105,143.23
6173-GOLSU,0,0.453,4228,94.65,118.58,1268.4,25.0654,-118.58
6661-HBGWL,1,0.4476,2984,104.75,130.7,895.2,-30.5191,93.1
8207-VVMYB,0,0.0173,6170,26.0,36.2,1851.0,-28.1927,-36.2
5324-KTGCG,0,0.0262,4837,20.85,30.02,1451.1,-20.5102,-30.02
7354-OIJLX,0,0.6588,5212,75.85,96.02,1563.6,161.5218,-96.02
9286-BHDQG,0,0.0141,5041,45.25,59.3,1512.3,-53.9616,-59.3
3567-PQTSO,0,0.1264,6365,105.25,131.3,1909.5,-70.9782,-131.3
3197-ARFOY,0,0.3673,3524,105.0,131.0,1057.2,-33.9332,-131.0
5698-BQJOH,1,0.3361,5571,94.4,118.28,1671.3,22.1335,299.545
1090-ESELR,0,0.0392,5534,105.5,131.6,1660.2,-115.3171,-131.6
0056-EPFBG,0,0.0142,3899,39.4,52.28,1169.7,-48.1215,-52.28
4955-VCWBI,0,0.0063,4882,20.0,29.0,1464.6,-26.677,-29.0
4717-GHADL,0,0.0579,5592,79.6,100.52,1677.6,-76.2479,-100.52
0058-EVZWM,0,0.3739,5875,89.8,112.76,1762.5,52.0075,-112.76
7218-HKQFK,1,0.8408,3715,94.2,118.04,1114.5,116.2248,160.585
5057-RKGLH,0,0.0088,5352,20.35,29.42,1605.6,-25.8701,-29.42
2309-OSFEU,1,0.4634,2529,33.9,45.68,758.7,42.2206,143.995
3429-IFLEM,0,0.0099,4846,77.35,97.82,1453.8,-94.2164,-97.82
1550-LOAHA,1,0.3471,4017,84.15,105.98,1205.1,-1.4202,195.295
1400-MMYXY,1,0.8965,2715,105.9,132.08,814.5,50.4791,71.545
7503-QQRVF,1,0.4628,2076,74.3,94.16,622.8,-22.1,61.54
7504-UWHNB,0,0.367,3080,69.75,88.7,924.0,-3.9233,-88.7
9565-JSNFM,1,0.1561,5437,70.45,89.54,1631.1,-25.8699,318.235
4735-BJKOU,0,0.0117,3915,20.15,29.18,1174.5,-25.746,-29.18
3580-GICBM,0,0.0046,6201,24.2,34.04,1860.3,-31.8977,-34.04
7632-YUTXB,0,0.0105,2010,20.05,29.06,603.0,-27.4786,-29.06
9412-ARGBX,1,0.0558,2459,95.5,119.6,737.7,-109.3042,64.825
9576-ANLXO,1,0.6736,2876,69.55,88.46,862.8,56.8439,127.24
1110-KYLGQ,0,0.2394,5331,108.25,134.9,1599.3,-39.1786,-134.9
8696-JKZNU,1,0.4568,5859,76.25,96.5,1757.7,104.2323,342.925
8757-TFHHJ,0,0.4136,2978,49.8,64.76,893.4,27.6193,-64.76
2955-BJZHG,1,0.5569,5174,80.85,102.02,1552.2,114.094,286.03
9048-JVYVF,1,0.6359,3520,69.35,88.22,1056.0,79.6596,175.78
0682-USIXD,0,0.5401,2937,86.05,108.26,881.1,10.7043,-108.26
3884-UEBXB,0,0.0046,6314,36.15,48.38,1894.2,-46.1873,-48.38
1776-SPBWV,0,0.0114,2272,20.1,29.12,681.6,-27.1761,-29.12
9050-QLROH,1,0.5492,2931,90.7,113.84,879.3,6.8855,105.985
2925-VDZHY,0,0.0051,4641,88.7,111.44,1392.3,-109.6727,-111.44
9512-UIBFX,1,0.5285,4643,95.15,119.18,1392.9,64.8525,229.045
8676-TRMJS,1,0.6721,3190,75.0,95.0,957.0,65.8043,144.25
3334-CTHOL,1,0.575,2041,49.95,64.94,612.3,23.0845,88.135
6331-LWDTQ,1,0.5063,2457,72.15,91.58,737.1,1.712,92.695
3847-BAERP,0,0.1644,4905,20.9,30.08,1471.5,30.3811,-30.08
4709-LKHYG,0,0.0619,3800,20.0,29.0,1140.0,-11.364,-29.0
8621-MNIHH,1,0.589,3369,94.25,118.1,1010.7,30.7151,134.575
8884-ADFVN,1,0.8296,2016,101.95,127.34,604.8,-1.9025,23.86
2885-HIJDH,0,0.0062,4667,86.9,109.28,1400.1,-107.1117,-109.28
8570-KLJYJ,0,0.0581,4462,54.45,70.34,1338.6,-50.8824,-70.34
9339-FIIJL,0,0.0323,6450,85.95,108.14,1935.0,-92.4951,-108.14
6223-DHJGV,0,0.0318,5956,20.65,29.78,1786.8,-15.5634,-29.78
0959-WHOKV,0,0.2241,2887,99.0,123.8,866.1,-75.2826,-123.8
9610-WCESF,0,0.0257,6344,43.9,57.68,1903.2,-45.4485,-57.68
9279-CJEOJ,0,0.6107,5691,95.4,119.48,1707.3,141.1788,-119.48
2985-FMWYF,0,0.6722,4861,93.5,117.2,1458.3,127.8655,-117.2
3540-RZJYU,1,0.4203,5829,86.2,108.44,1748.7,75.2905,328.735
2522-WLNSF,0,0.0823,2225,64.2,82.04,667.5,-68.3055,-82.04
6861-XWTWQ,1,0.8286,2487,99.25,124.1,746.1,30.4613,62.425
8735-NBLWT,0,0.0294,4195,20.4,29.48,1258.5,-20.2365,-29.48
1744-JHKYS,0,0.1449,3421,24.7,34.64,1026.3,2.5269,-34.64
0841-NULXI,1,0.7456,3958,35.55,47.66,1187.4,173.6651,249.19
4016-BJKTZ,0,0.1732,4398,108.9,135.68,1319.4,-78.5523,-135.68
9298-WGMRW,0,0.0724,4697,115.5,143.6,1409.1,-118.0969,-143.6
7893-IXHRQ,1,0.3253,5636,20.55,29.66,1690.8,107.8354,393.04
8785-CJSHH,0,0.5542,6213,99.8,124.76,1863.9,133.4872,-124.76
7654-YWJUF,0,0.105,4382,84.25,106.1,1314.6,-71.588,-106.1
8909-BOLNL,0,0.1292,2088,21.2,30.44,626.4,-10.2034,-30.44
9919-FZDED,0,0.043,4671,84.1,105.92,1401.3,-90.8537,-105.92
0322-CHQRU,1,0.4984,3478,45.35,59.42,1043.4,70.5804,201.43
3587-PMCOY,0,0.4461,4614,98.9,123.68,1384.2,30.7082,-123.68
0655-RBDUG,1,0.7095,2561,98.05,122.66,768.3,13.6206,69.415
0983-TATYJ,0,0.0851,4935,51.45,66.74,1480.5,-35.2254,-66.74
5650-YLIBA,0,0.4586,3031,81.15,102.38,909.3,1.8794,-102.38
5144-TVGLP,0,0.5141,3654,94.75,118.7,1096.2,22.2,-118.7
3569-EDBPQ,0,0.3813,2198,84.35,106.22,659.4,-43.3546,-106.22
4945-RVMTE,0,0.2289,3354,59.55,76.46,1006.2,-18.8771,-76.46
3511-BFTJW,0,0.004,4710,38.5,51.2,1413.0,-49.795,-51.2
5537-UXXVS,0,0.1116,4137,19.25,28.1,1241.1,6.5188,-28.1
8782-NUUOL,0,0.0402,4807,79.0,99.8,1442.1,-85.2997,-99.8
2865-TCHJW,1,0.842,5808,89.2,112.04,1742.4,254.7537,323.56
9931-KGHOA,0,0.1186,5928,55.0,71.0,1778.4,-18.2714,-71.0
3071-MVJCD,0,0.0177,4162,82.3,103.76,1248.6,-98.2249,-103.76
7279-BUYWN,1,0.4686,3380,113.2,140.84,1014.0,-22.0579,112.66
3756-VNWDH,0,0.3057,4368,100.75,125.9,1310.4,-25.7447,-125.9
1395-OFUWC,0,0.0394,4741,29.3,40.16,1422.3,-26.1386,-40.16
4223-BKEOR,0,0.0816,3302,64.85,82.82,990.6,-62.6175,-82.82
0040-HALCW,0,0.003,6393,20.4,29.48,1917.9,-28.0631,-29.48
7124-UGSUR,1,0.2908,4412,104.4,130.28,1323.6,-34.0549,200.62
7395-XWZOY,0,0.2169,4481,55.0,71.0,1344.3,1.8835,-71.0
5440-VHLUL,0,0.1567,6247,105.2,131.24,1874.1,-57.8208,-131.24
4706-DGAHW,0,0.5154,4576,45.2,59.24,1372.8,117.6364,-59.24
8166-ORCHU,0,0.2157,4414,93.55,117.26,1324.2,-45.8466,-117.26
3978-YNKDD,0,0.0045,2654,20.85,30.02,796.2,-29.1339,-30.02
7198-GLXTC,1,0.7426,5239,79.0,99.8,1571.7,191.9894,293.125
6366-XIVKZ,0,0.0813,5916,63.15,80.78,1774.8,-44.7049,-80.78
5133-POWUA,0,0.4931,2614,45.8,59.96,784.2,36.7077,-59.96
8400-WZICQ,0,0.0265,4149,55.7,71.84,1244.7,-63.6037,-71.84
5382-SOYZL,0,0.6781,3729,95.1,119.12,1118.7,70.5244,-119.12
1989-PRJHP,1,0.5917,2377,75.5,95.6,713.1,9.8783,82.675
4154-AQUGT,1,0.486,3861,89.05,111.86,1158.3,28.8849,177.715
0980-FEXWF,0,0.0218,3386,50.35,65.42,1015.8,-59.8787,-65.42
5845-BZZIB,0,0.0038,4517,20.1,29.12,1355.1,-27.8407,-29.12
4840-ORQXB,0,0.4387,5128,104.75,130.7,1538.4,38.0229,-130.7
0295-PPHDO,1,0.8821,5962,95.45,119.54,1788.6,274.8788,327.61
8775-ERLNB,0,0.8114,2968,74.3,94.16,890.4,86.4608,-94.16
0376-YMCJC,1,0.5355,4359,90.6,113.72,1307.7,61.3606,213.205
7410-YTJIK,1,0.5047,2872,75.45,95.54,861.6,13.1791,119.86
9927-DSWDF,0,0.496,2429,104.6,130.52,728.7,-40.1624,-130.52
6681-ZSEXG,0,0.0354,5477,59.5,76.4,1643.1,-61.8666,-76.4
5702-KVQRD,0,0.0383,4668,82.55,104.06,1400.4,-90.6596,-104.06
8711-LOBKY,0,0.0026,6144,19.85,28.82,1843.2,-27.6432,-28.82
9692-TUSXH,1,0.5519,5581,96.05,120.26,1674.3,110.7529,298.315
4012-YCFAI,0,0.018,6174,61.35,78.62,1852.2,-70.2933,-78.62
8455-HIRAQ,0,0.2424,4909,44.45,58.34,1472.7,30.894,-58.34
7853-WNZSY,0,0.315,5809,19.75,28.7,1742.7,108.5421,-28.7
0390-DCFDQ,1,0.3822,3964,70.45,89.54,1189.2,24.0925,207.76
6421-SZVEM,0,0.0606,5802,82.85,104.42,1740.6,-78.0523,-104.42
3094-JOJAI,0,0.3995,2643,74.15,93.98,792.9,-14.7919,-93.98
4873-ILOLJ,1,0.5915,5546,90.35,113.42,1663.8,132.6002,302.53
8181-YHCMF,0,0.0381,4864,60.3,77.36,1459.2,-63.4758,-77.36
3324-OIRTO,0,0.0324,6101,104.65,130.58,1830.3,-115.7699,-130.58
9135-HSWOC,0,0.0031,5431,19.7,28.64,1629.3,-27.3683,-28.64
2272-WUSPA,0,0.1273,4848,110.75,137.9,1454.4,-91.6031,-137.9
4627-MIHJH,0,0.0498,4948,110.25,137.3,1484.4,-118.8128,-137.3
3896-RCYYE,0,0.1733,5990,53.4,69.08,1797.0,8.7766,-69.08
6729-GDNGC,0,0.3891,3111,80.7,101.84,933.3,-11.0483,-101.84
9945-PSVIP,0,0.0068,2289,18.7,27.44,686.7,-26.2645,-27.44
4137-JOPHL,0,0.0778,5306,89.7,112.64,1591.8,-81.6695,-112.64
2720-FVBQP,0,0.2427,3061,48.95,63.74,918.3,-8.0122,-63.74
7854-EKTJL,1,0.1171,2843,19.6,28.52,852.9,-3.5473,184.705
1133-KXCGE,0,0.0446,2910,20.1,29.12,873.0,-19.3954,-29.12
6048-QBXKL,0,0.5483,2069,56.55,72.86,620.7,12.2186,-72.86
6338-AVWCY,1,0.6509,4710,40.15,53.18,1413.0,176.7599,300.07
0013-MHZWF,0,0.1054,5108,69.4,88.28,1532.4,-47.9069,-88.28
9804-ICWBG,1,0.7576,3349,69.9,88.88,1004.7,101.4187,162.295
2368-GAKKQ,0,0.0578,6424,113.65,141.38,1927.2,-113.5083,-141.38
4829-AUOAX,1,0.3657,2712,96.05,120.26,813.6,-45.8671,83.14
7876-BEUTG,0,0.3049,2577,48.8,63.56,773.1,-4.6347,-63.56
6349-JDHQP,0,0.0108,6338,19.85,28.82,1901.4,-23.6851,-28.82
3063-QFSZL,1,0.6519,2294,55.4,71.48,688.2,40.6869,100.57
9142-XMYJH,0,0.0683,5227,19.35,28.22,1568.1,-1.4501,-28.22
2609-IAICY,1,0.8123,2756,77.15,97.58,826.8,70.3293,109.12
8626-PTQGE,0,0.0289,5388,60.05,77.06,1616.4,-65.3954,-77.06
0230-UBYPQ,0,0.0436,5089,36.1,48.32,1526.7,-31.6979,-48.32
6814-ZPWFQ,0,0.0347,5896,25.0,35.0,1768.8,-19.6736,-35.0
5921-NGYRH,0,0.1993,5018,73.55,93.26,1505.4,-18.2516,-93.26
7803-XOCCZ,0,0.0513,6099,84.05,105.86,1829.7,-82.3826,-105.86
1459-QNFQT,0,0.0296,4031,59.5,76.4,1209.3,-67.4461,-76.4
3948-FVVRP,0,0.0546,2848,54.8,70.76,854.4,-59.1033,-70.76
0923-PNFUB,1,0.7141,4852,83.75,105.5,1455.6,154.375,258.4
4654-ULTTN,0,0.0285,6447,74.8,94.76,1934.1,-80.9996,-94.76
5628-FCGYG,0,0.6199,4649,84.1,105.92,1394.7,110.2162,-105.92
0506-LVNGN,1,0.6669,4028,75.55,95.66,1208.4,105.8131,206.44
4329-YPDDQ,0,0.3508,2102,108.2,134.84,630.6,-79.5345,-134.84
9866-OCCKE,0,0.0821,6010,109.75,136.7,1803.0,-99.6885,-136.7
0794-YVSGE,0,0.0018,5265,20.3,29.36,1579.5,-28.6459,-29.36
4342-HENTK,1,0.7599,2189,70.65,89.78,656.7,34.9722,74.395
5934-TSSAU,0,0.1365,5903,75.3,95.36,1770.9,-34.9155,-95.36
9986-BONCE,1,0.2368,5822,20.95,30.14,1746.6,73.245,406.51
5301-GAUUY,1,0.3642,5974,80.35,101.42,1792.2,61.7433,346.63
0725-CXOTM,0,0.1046,4844,89.65,112.58,1453.2,-74.5674,-112.58
2843-CQMEG,0,0.181,2911,49.7,64.64,873.3,-25.1308,-64.64
5600-PDUJF,0,0.3894,5552,49.5,64.4,1665.6,97.7262,-64.4
4500-HKANN,0,0.0481,3464,59.7,76.64,1039.2,-64.1339,-76.64
1862-QRWPE,0,0.0126,4124,20.65,29.78,1237.2,-25.8791,-29.78
2155-AMQRX,0,0.1903,2885,54.9,70.88,865.5,-29.7098,-70.88
0823-HSCDJ,1,0.3611,5597,49.15,63.98,1679.1,87.603,355.795
4090-KPJIP,0,0.8033,3641,74.95,94.94,1092.3,124.4233,-94.94
2737-YNGYW,1,0.7467,2856,80.55,101.66,856.8,58.2809,112.54
5619-XZZKR,0,0.1257,2195,19.95,28.94,658.5,-8.2405,-28.94
6047-YHPVI,1,0.3667,2454,69.7,88.64,736.2,-21.1512,95.41
8375-DKEBR,1,0.7643,3438,69.6,88.52,1031.4,108.5463,169.33
7729-XBTWX,0,0.0029,4485,19.75,28.7,1345.5,-27.7236,-28.7
4983-CLMLV,0,0.4424,4044,102.7,128.24,1213.2,5.9519,-128.24
9227-LUNBG,1,0.6145,5768,24.6,34.52,1730.4,231.2955,398.08
2758-RNWXS,0,0.1753,4446,89.2,112.04,1333.8,-53.5745,-112.04
7055-HNEOJ,0,0.4764,2662,55.8,71.96,798.6,23.1608,-71.96
7134-MJPDY,0,0.1862,5569,102.85,128.42,1670.7,-50.649,-128.42
4560-WQAQW,0,0.0434,4244,68.7,87.44,1273.2,-73.6353,-87.44
8532-UEFWH,0,0.0043,4676,25.75,35.9,1402.8,-34.3868,-35.9
8541-QVFKM,0,0.6636,5777,73.5,93.2,1733.1,194.3044,-93.2
7129-ACFOG,0,0.557,2182,53.8,69.56,654.6,21.5887,-69.56
2495-INZWQ,1,0.7792,5605,44.55,58.46,1681.5,269.1101,361.915
0263-FJTQO,0,0.0102,4022,70.5,89.6,1206.6,-86.5354,-89.6
0181-RITDD,0,0.0107,5298,108.15,134.78,1589.4,-130.5466,-134.78
8241-JUIQO,0,0.0184,4559,19.45,28.34,1367.7,-22.0526,-28.34
0913-XWSCN,0,0.1105,6411,85.5,107.6,1923.3,-54.476,-107.6
2159-TURXX,0,0.2299,2483,20.05,29.06,744.9,13.7517,-29.06
6461-PPAXN,0,0.0604,4858,54.95,70.94,1457.4,-48.9305,-70.94
1452-KIOVK,0,0.1674,4459,89.1,111.92,1337.7,-55.9357,-111.92
1139-WUOAH,0,0.0423,5461,53.35,69.02,1638.3,-51.6838,-69.02
3207-OYBWH,1,0.422,6259,95.25,119.3,1877.7,78.7846,350.125
8347-GDTMP,0,0.0105,5113,19.45,28.34,1533.9,-24.316,-28.34
9909-DFRJA,0,0.1571,3834,95.85,120.02,1150.2,-74.8379,-120.02
6383-ZTSIW,0,0.1723,4599,99.1,123.92,1379.7,-64.5062,-123.92
5438-QMDDL,0,0.311,3652,59.8,76.76,1095.6,8.4304,-76.76
8914-RBTSB,1,0.5166,4115,93.8,117.56,1234.5,41.8659,191.065
6164-HXUGH,0,0.0732,5060,19.85,28.82,1518.0,-1.0354,-28.82
6900-RBKER,0,0.1271,5386,89.45,112.34,1615.8,-61.0033,-112.34
1492-QGCLU,0,0.057,5957,85.7,107.84,1787.1,-82.3744,-107.84
6664-FPDAC,1,0.2799,4060,111.95,139.34,1218.0,-54.1077,165.16
1088-AUUZZ,0,0.008,5314,75.85,96.02,1594.2,-92.8186,-96.02
6651-AZVTJ,1,0.6477,6088,99.8,124.76,1826.4,170.9772,331.84
8219-VYBVI,0,0.0035,4295,25.0,35.0,1288.5,-33.8662,-35.0
0310-MVLET,1,0.5469,5612,99.15,123.98,1683.6,106.21,296.92
7233-IOQNP,0,0.1082,5409,34.0,45.8,1622.7,-1.9089,-45.8
7311-MQJCH,0,0.1681,2575,19.55,28.46,772.5,4.0024,-28.46
9256-JTBNZ,0,0.1231,4188,20.3,29.36,1256.4,9.3164,-29.36
8713-IGZSO,0,0.3091,5983,24.85,34.82,1794.9,103.8831,-34.82
6821-BUXUX,1,0.5637,2110,96.65,120.98,633.0,-31.7736,37.27
